"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-APC-A :: CD19","Comp-APC-Cy7-A :: CD4","Comp-AmCyan-A :: L_D","Comp-BV711-A :: CD8","Comp-FITC-A :: CD49b","Comp-PE-A :: CD45","Comp-PE-Cy7-A :: TCRb","Comp-Pacific Blue-A :: NKp46","Time"
302,283,274,79,74,273,536,230,504,221,413,665,224,227,0
318,293,278,96,92,269,559,228,474,224,337,679,229,228,0
270,246,281,55,53,267,543,220,469,226,321,672,262,250,1
364,332,281,85,81,269,539,230,535,224,381,633,236,240,1
366,338,277,110,105,269,561,248,434,241,429,657,230,248,1
219,198,283,96,89,275,585,226,550,258,589,697,238,219,2
204,180,292,72,65,281,556,215,553,218,279,656,248,238,2
237,210,288,122,111,282,533,228,578,222,353,678,238,232,2
263,238,282,103,96,273,469,214,538,238,317,650,243,216,3
274,249,281,107,102,270,570,253,445,221,358,670,223,252,4
343,311,283,95,91,268,579,233,481,238,380,652,236,255,7
400,372,275,61,59,264,472,217,465,233,399,644,242,236,7
307,289,273,99,92,277,465,231,505,252,428,721,240,253,8
379,354,274,56,55,263,485,250,548,238,300,661,237,223,8
341,326,268,71,67,270,522,244,492,263,433,648,240,235,8
397,359,283,94,89,269,507,240,559,225,394,636,239,245,8
325,300,278,69,64,272,542,245,469,220,294,653,236,247,8
376,350,275,50,47,274,491,214,677,222,339,652,244,238,9
482,423,292,168,147,293,418,242,599,224,407,662,225,247,10
247,218,291,71,66,276,495,247,418,247,285,691,228,243,12
236,213,284,58,52,286,546,226,467,219,281,658,238,231,12
422,400,270,55,51,279,432,222,671,238,301,655,242,232,13
382,344,284,85,78,278,435,230,525,229,238,655,248,225,13
297,268,284,72,68,270,533,232,400,239,366,680,223,261,13
293,265,283,95,90,271,472,250,441,246,190,629,232,232,15
236,213,283,65,60,276,554,227,448,229,285,664,244,232,16
227,212,275,53,50,273,522,235,485,220,299,652,236,243,16
271,244,285,51,49,266,558,252,494,217,199,681,233,236,16
288,260,283,104,100,267,556,214,507,253,391,667,224,247,16
239,223,274,69,63,281,468,246,460,220,340,722,253,246,17
301,268,288,122,116,270,588,210,543,263,375,634,243,245,17
297,267,284,79,75,268,471,221,461,228,362,669,245,243,18
292,266,281,72,69,269,498,230,402,258,392,657,270,230,18
235,216,278,31,29,276,470,227,671,212,174,639,226,229,19
219,195,287,87,77,287,528,230,441,223,297,660,250,242,19
392,365,274,61,59,263,504,210,532,238,112,653,242,236,20
217,192,289,92,87,271,496,226,422,219,168,694,238,228,21
299,262,291,58,56,264,446,225,462,233,367,645,242,240,21
163,132,318,142,125,292,507,221,527,230,412,658,242,237,21
426,396,275,46,43,270,503,236,551,222,233,585,234,226,21
216,193,286,66,63,268,520,241,378,216,245,668,225,211,22
296,279,271,96,91,268,520,223,530,245,385,668,237,227,23
345,318,278,70,63,283,535,227,545,255,370,668,258,244,23
265,238,284,59,55,271,542,248,537,214,260,674,244,223,23
338,313,276,70,65,272,513,233,538,242,311,682,235,238,24
255,231,283,72,67,275,556,234,573,246,294,673,233,223,24
199,182,281,73,68,272,492,243,381,232,279,660,242,224,27
422,363,298,113,103,282,466,255,508,236,307,731,230,255,27
338,314,275,71,66,276,546,254,550,247,371,679,238,226,28
230,207,284,82,74,282,511,238,480,219,328,655,233,231,28
287,263,279,61,56,276,561,233,519,212,301,690,236,252,28
298,272,280,115,107,276,538,255,470,240,432,676,255,243,29
173,157,281,48,45,273,418,229,587,233,342,633,237,233,31
349,330,271,95,89,274,538,243,571,241,374,650,249,242,31
293,269,279,97,90,277,490,228,578,230,372,677,240,252,32
358,328,279,85,81,266,526,234,540,237,350,682,251,242,33
232,208,285,75,70,273,500,242,520,230,236,676,237,231,33
359,335,275,72,68,273,562,243,561,226,398,653,239,242,33
419,402,267,117,110,272,517,224,544,233,390,633,252,249,34
423,350,309,229,191,307,598,240,610,234,444,775,237,248,34
284,261,279,78,75,268,558,255,519,221,396,676,232,226,35
298,265,288,126,70,457,535,220,671,235,227,670,235,245,36
238,212,287,96,90,271,576,225,518,220,353,671,244,236,36
247,217,291,76,70,279,562,226,378,230,391,651,225,243,37
278,233,305,146,130,288,485,248,560,239,381,695,233,245,37
382,345,283,81,77,268,520,232,530,230,446,704,221,246,37
321,298,276,95,86,280,580,240,511,222,313,689,243,242,38
213,187,292,82,74,283,563,216,544,221,370,696,243,238,38
341,315,277,64,62,267,524,241,476,233,339,684,226,231,39
281,256,281,52,49,269,521,228,390,238,256,693,331,239,39
255,227,287,56,52,274,516,218,480,239,192,674,232,231,40
207,196,270,70,63,282,514,236,488,211,217,672,237,245,41
279,258,277,73,70,268,483,236,470,234,407,665,227,243,41
210,186,289,51,48,271,535,230,460,226,218,682,334,233,42
224,200,288,64,59,277,574,227,450,202,184,687,227,259,42
342,322,272,49,46,271,486,232,565,241,278,645,230,242,43
241,215,287,58,55,272,624,215,510,231,227,659,233,245,44
264,241,280,54,51,269,519,233,532,236,216,664,229,237,44
342,323,271,70,65,273,544,239,501,253,335,654,239,234,45
277,250,283,57,53,277,491,232,422,231,225,701,237,259,45
373,347,275,122,116,270,545,251,566,231,409,676,226,234,46
313,279,288,64,61,268,478,240,541,227,387,676,252,240,46
345,323,274,44,41,270,500,250,439,217,257,643,281,235,46
327,303,276,66,63,268,477,248,549,230,312,668,231,233,46
382,357,274,96,89,276,442,232,559,231,203,637,237,241,47
191,168,291,84,79,274,500,227,509,222,188,710,226,252,47
348,315,283,64,60,272,488,228,476,224,282,689,224,236,47
325,294,283,88,83,271,556,223,528,232,447,685,231,230,48
300,282,272,65,60,277,566,217,432,244,346,688,236,235,49
392,369,272,82,75,279,541,236,421,225,366,658,246,237,49
241,211,292,120,112,275,593,239,516,226,236,662,228,247,51
285,262,279,124,114,277,419,220,551,231,389,700,260,232,52
260,243,275,65,62,271,520,230,477,227,225,639,235,219,53
260,237,280,61,58,269,508,223,548,222,271,654,228,256,53
333,289,295,143,130,283,512,228,376,227,390,672,221,247,53
231,206,286,74,68,277,469,255,635,230,253,680,234,229,53
370,344,275,48,46,265,522,246,474,220,235,622,225,232,55
280,259,276,62,59,273,496,253,325,217,271,684,224,265,55
270,241,287,72,69,267,519,231,495,256,210,635,244,229,55
287,262,280,87,81,276,555,249,534,220,344,645,230,257,56
268,249,276,73,68,276,546,236,465,230,221,676,238,230,57
298,281,272,53,51,267,504,241,638,229,231,660,223,228,58
367,336,280,78,74,270,497,249,517,219,302,684,219,245,60
177,159,286,92,85,278,531,244,526,217,218,655,227,248,60
301,263,293,72,64,289,548,235,461,242,291,651,248,233,60
276,252,281,51,49,270,570,252,514,215,355,690,219,230,61
334,310,276,100,94,272,541,246,528,236,414,665,225,243,62
264,239,284,51,48,271,448,222,693,237,395,705,252,253,62
240,218,282,80,76,269,505,240,489,233,336,671,240,252,63
351,316,284,103,98,270,473,245,536,226,265,687,251,243,65
447,417,275,76,73,266,475,220,494,238,394,662,242,240,65
396,367,276,65,64,263,503,231,475,229,357,617,241,233,65
353,335,270,74,70,273,544,202,352,231,254,673,241,244,66
300,273,282,81,73,283,546,244,481,230,322,683,235,267,67
335,311,276,84,77,278,518,219,467,253,389,698,260,239,67
256,225,290,81,75,276,549,235,501,221,492,691,247,238,67
253,229,282,75,71,271,552,224,509,205,333,660,222,224,67
287,269,273,85,79,275,468,219,621,223,414,690,245,243,67
258,235,280,69,66,271,501,229,532,222,359,701,246,239,68
219,197,285,62,58,273,515,214,353,240,265,685,230,226,68
336,303,284,84,78,274,474,259,575,220,296,688,222,227,69
240,220,279,56,52,275,416,244,389,257,252,711,264,249,69
347,323,275,63,60,269,491,226,373,224,371,673,254,229,70
383,361,272,101,95,271,523,232,516,238,340,628,231,238,71
246,219,287,64,60,274,491,231,492,246,300,666,238,230,72
321,292,282,84,76,283,513,238,488,235,397,674,238,243,73
264,233,290,64,59,276,534,247,493,243,367,659,235,231,73
371,330,288,89,85,270,573,230,519,231,388,641,243,239,74
