"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-APC-A :: CD19","Comp-APC-Cy7-A :: CD4","Comp-AmCyan-A :: L_D","Comp-BV711-A :: CD8","Comp-FITC-A :: CD49b","Comp-PE-A :: CD45","Comp-PE-Cy7-A :: TCRb","Comp-Pacific Blue-A :: NKp46","Time"
374,332,289,121,114,272,237,223,531,236,473,732,583,244,0
247,218,290,81,74,278,250,217,583,561,289,701,585,260,2
366,329,285,95,87,278,254,236,548,645,351,689,436,262,4
437,406,275,105,99,272,243,183,523,649,390,715,673,300,5
294,263,286,87,82,273,259,585,525,223,343,713,584,225,5
370,333,285,77,72,275,248,214,521,626,435,751,517,249,6
343,313,281,75,71,269,268,310,455,706,206,717,561,255,6
234,211,284,84,75,286,252,255,477,714,336,724,641,264,6
283,237,306,122,115,272,241,222,519,612,384,748,571,291,6
384,351,280,73,69,271,246,230,584,629,472,753,601,271,8
443,421,270,48,45,273,244,251,486,535,373,660,528,257,9
284,253,287,108,101,272,257,232,547,400,401,675,415,255,12
373,336,284,99,92,276,253,231,597,631,313,696,647,260,12
403,374,275,94,84,288,269,230,603,557,403,753,724,269,12
365,333,281,71,65,277,227,543,540,244,357,703,658,224,13
256,227,288,58,53,278,246,261,533,568,318,686,587,248,13
236,214,282,49,45,276,225,429,481,261,272,719,439,253,15
334,304,282,65,61,272,250,305,613,617,423,693,587,250,15
395,355,285,103,89,295,238,258,637,557,412,693,626,252,16
286,246,298,68,63,278,252,204,527,618,339,702,583,248,17
268,227,303,129,116,285,247,229,641,415,336,756,637,252,17
231,182,325,137,118,296,269,210,578,585,314,668,430,245,18
244,213,293,135,120,288,257,215,591,587,489,773,374,247,18
409,376,279,105,98,273,247,439,578,229,367,765,548,242,20
409,386,271,71,69,266,223,430,465,218,242,743,539,250,20
412,366,289,93,88,270,242,234,538,468,463,642,627,281,21
347,304,292,95,88,274,260,177,566,689,452,746,619,283,22
376,342,282,89,84,271,228,247,545,607,291,726,550,271,25
317,264,307,131,118,283,248,544,594,243,462,742,549,231,25
344,299,294,121,107,290,254,537,578,253,450,713,600,249,25
243,189,330,137,122,287,235,185,562,663,497,767,602,246,25
269,237,291,130,119,280,248,248,549,223,234,714,607,229,26
448,407,282,114,107,272,262,206,630,233,451,763,695,257,28
391,351,285,157,143,282,249,561,518,226,453,728,550,248,29
366,338,277,36,34,265,243,443,467,222,139,644,525,221,30
303,264,294,128,113,290,262,225,617,248,496,698,567,249,31
303,272,286,86,80,277,236,248,469,229,366,694,569,243,31
896,767,299,282,243,297,293,354,695,502,553,796,480,266,32
328,292,287,80,77,268,242,217,421,465,443,707,582,244,33
140,118,302,73,64,292,251,273,513,567,254,671,579,260,33
333,279,306,92,79,299,245,225,575,236,447,717,512,348,35
392,360,278,83,76,279,251,601,558,209,327,668,541,247,35
300,246,312,160,141,290,244,241,567,231,459,670,565,249,36
332,300,283,95,86,282,239,239,479,612,443,680,545,258,37
402,363,284,71,66,277,249,228,549,296,447,615,362,240,38
394,367,275,91,85,272,242,253,542,228,478,769,662,247,38
217,174,319,66,59,286,247,202,429,647,272,753,628,269,39
376,340,283,124,115,275,258,537,613,237,417,753,685,230,39
331,291,291,85,79,275,262,221,502,512,480,670,431,251,40
300,257,298,130,118,281,259,611,605,225,339,670,580,247,40
277,223,318,133,117,290,268,235,622,450,461,709,651,263,41
221,194,291,109,101,277,245,541,581,226,428,750,650,240,42
325,291,286,97,89,277,272,292,531,552,283,744,623,230,43
356,317,288,111,103,277,250,214,552,426,326,719,648,241,43
327,298,281,88,83,272,253,285,497,724,360,714,543,273,43
271,242,286,86,80,275,237,235,515,537,291,721,557,230,43
265,213,319,102,90,290,258,238,568,625,474,724,656,269,45
435,392,284,127,116,280,262,237,535,582,611,733,585,279,45
287,263,279,124,115,275,238,557,538,217,329,696,555,241,45
351,322,279,112,103,278,243,553,557,234,471,750,651,246,47
501,457,281,105,99,271,245,221,537,292,491,746,627,246,48
451,410,282,86,81,273,256,509,620,218,471,730,602,239,49
447,419,273,107,98,278,262,542,604,234,530,739,607,261,51
303,270,288,90,76,303,253,238,457,520,458,761,511,267,51
234,211,284,108,96,288,244,601,599,231,420,732,608,237,51
277,248,286,88,84,269,245,271,381,531,449,714,600,247,52
265,245,277,85,77,284,244,247,609,764,478,756,680,276,52
300,268,287,44,41,274,253,214,620,231,430,714,643,238,52
207,179,296,95,81,298,240,569,432,230,266,664,579,243,52
230,170,346,148,130,291,255,229,567,677,460,654,482,260,53
403,362,285,95,88,275,277,248,624,767,510,717,512,270,53
402,366,281,84,78,276,243,205,573,535,503,715,605,267,54
280,250,286,65,59,281,250,238,489,226,344,723,650,263,55
240,223,276,62,58,270,241,519,747,220,342,693,660,232,57
289,255,290,88,82,275,240,217,496,514,445,737,593,257,59
318,292,278,81,77,271,248,583,499,229,374,680,632,234,59
365,334,280,101,93,278,253,538,571,226,324,761,509,247,60
390,355,281,95,90,272,271,548,561,234,438,742,611,249,60
239,216,284,90,82,281,247,139,485,751,366,702,540,289,61
240,212,289,78,67,299,249,559,583,229,305,746,678,240,61
218,189,296,96,85,289,267,268,570,728,381,710,495,294,61
262,228,294,79,72,280,238,292,446,222,365,742,490,255,62
379,344,282,49,45,278,224,218,580,719,323,701,607,265,63
281,259,277,87,79,282,273,239,530,469,457,693,547,278,63
301,255,302,97,90,278,234,232,509,226,335,698,490,259,63
255,231,283,97,87,285,246,555,651,224,425,712,638,229,63
445,410,278,64,63,261,256,486,485,233,281,745,554,253,64
431,400,276,83,76,279,216,515,566,728,443,713,571,291,64
397,361,281,90,86,269,240,228,510,449,408,724,481,242,64
