"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-APC-A :: CD19","Comp-APC-Cy7-A :: CD4","Comp-AmCyan-A :: L_D","Comp-BV711-A :: CD8","Comp-FITC-A :: CD49b","Comp-PE-A :: CD45","Comp-PE-Cy7-A :: TCRb","Comp-Pacific Blue-A :: NKp46","Time"
373,322,296,102,95,275,227,232,554,240,483,718,413,259,0
473,440,276,48,46,265,238,406,569,246,333,667,511,216,1
308,273,289,155,141,281,241,499,605,223,412,723,603,232,2
382,348,282,68,60,288,245,241,593,226,400,707,555,224,2
390,353,283,73,66,281,257,282,507,663,409,702,554,248,2
437,378,296,111,103,276,249,251,504,258,443,724,610,242,3
404,358,289,109,102,276,243,218,571,473,509,746,700,261,3
196,149,337,115,100,295,255,174,636,668,486,723,577,282,3
370,336,282,85,78,280,251,230,455,301,379,711,558,249,4
292,255,293,113,104,278,262,547,511,254,331,704,491,242,4
256,212,309,111,100,284,249,235,604,225,386,691,471,250,4
453,415,280,64,60,274,245,194,628,260,242,656,555,244,5
233,201,297,106,94,288,242,198,540,647,391,723,669,272,5
395,361,281,63,56,285,258,227,553,410,350,628,460,246,5
258,225,294,60,53,288,244,253,413,241,375,683,556,249,6
350,318,281,50,46,279,235,230,462,244,245,701,457,235,7
373,339,282,97,90,277,254,222,558,433,416,661,554,236,7
366,313,299,128,113,289,243,217,596,368,476,723,529,250,7
354,318,285,131,115,292,244,239,446,458,354,748,532,251,7
377,344,280,114,105,278,259,599,536,241,372,740,664,226,8
555,503,282,101,93,276,250,197,560,633,426,730,627,262,8
324,300,277,94,88,273,248,237,685,295,268,612,416,226,8
460,425,277,68,66,265,242,529,561,228,281,633,607,233,9
454,417,279,59,56,271,233,191,590,587,195,715,657,248,10
400,356,288,144,135,272,264,542,597,237,293,729,602,223,10
538,489,281,231,201,295,248,646,652,240,507,775,642,250,11
323,286,290,60,58,268,253,225,507,526,360,716,412,261,12
488,448,279,86,82,269,239,213,545,555,401,663,582,250,12
428,396,277,56,53,270,242,512,392,227,243,654,495,254,12
436,367,304,151,134,288,243,199,669,665,536,740,650,261,13
302,271,285,86,81,273,226,232,429,427,258,715,539,239,13
363,316,294,104,98,272,243,219,577,241,318,704,528,272,14
350,313,287,86,81,272,244,495,429,230,316,730,593,228,14
333,297,287,82,79,266,242,202,574,631,303,653,616,268,14
309,270,293,116,107,276,257,215,552,511,369,661,506,248,14
304,273,285,91,87,268,226,222,531,627,465,718,636,248,14
200,185,276,69,59,296,261,223,587,247,245,724,637,248,15
226,190,305,59,55,273,234,241,551,510,366,647,502,244,16
332,293,290,86,80,278,258,240,560,489,223,684,664,243,17
226,199,292,96,88,278,255,228,504,483,383,668,503,226,17
401,367,280,78,76,265,224,249,572,400,351,732,625,257,18
399,361,283,76,70,279,237,213,624,593,445,686,465,254,18
511,469,279,92,83,283,235,210,592,472,402,705,525,238,19
225,191,302,70,64,281,255,251,587,522,185,721,415,266,19
362,331,280,114,107,273,238,529,562,254,404,740,644,243,19
456,421,277,81,77,268,252,215,608,508,399,667,552,247,19
351,304,295,85,79,277,242,199,389,603,419,771,615,265,20
426,383,285,87,81,275,255,220,585,615,340,723,639,283,21
477,435,281,151,125,310,258,202,606,629,443,730,611,274,21
297,264,287,61,59,268,247,262,503,625,402,714,619,235,22
384,352,279,54,51,270,240,239,529,565,449,724,567,242,23
233,213,279,54,50,273,238,232,462,333,284,668,461,242,23
409,363,288,115,107,275,243,235,593,250,440,772,581,252,23
477,443,276,88,86,263,251,204,544,656,475,666,639,262,23
382,355,276,121,104,296,277,537,652,252,465,758,677,291,23
452,433,267,102,94,280,254,559,594,244,415,710,637,248,23
313,271,295,78,73,274,258,237,482,451,319,710,368,266,23
375,337,285,68,63,277,233,225,453,720,336,715,604,274,23
416,384,277,56,54,269,244,207,504,241,291,735,608,235,24
227,203,286,112,103,280,254,203,649,244,486,682,556,277,24
389,362,275,60,56,273,244,480,505,237,353,700,564,242,24
342,307,285,93,86,279,265,230,551,235,444,731,575,245,25
372,333,286,99,94,272,222,528,567,232,300,687,668,236,25
451,414,279,97,94,264,239,238,486,339,395,652,463,238,25
425,387,282,91,86,271,255,195,537,498,414,667,563,244,25
421,388,278,73,68,275,237,242,715,236,364,728,569,230,25
428,391,280,111,107,265,243,235,456,233,427,693,419,325,27
247,230,275,110,97,289,242,229,572,234,377,687,562,237,27
422,381,284,141,124,292,258,258,645,247,514,718,458,253,28
425,385,283,114,107,272,257,213,534,271,399,631,512,230,28
433,400,277,70,65,275,236,264,493,595,425,711,641,253,29
267,240,284,101,90,286,271,229,559,724,438,731,510,270,29
561,505,285,106,74,369,255,233,714,227,426,675,516,345,29
283,250,289,88,81,277,227,241,342,523,364,707,627,239,29
410,359,292,147,137,275,256,545,582,230,477,755,679,239,29
418,388,276,99,89,287,244,219,562,246,268,728,582,280,30
552,519,273,71,67,270,235,229,558,239,473,701,574,250,32
361,310,298,120,109,281,235,234,624,648,477,744,665,246,32
247,219,289,97,84,297,250,249,646,261,382,757,732,221,32
458,416,282,102,94,278,270,218,565,558,373,751,491,249,32
392,342,293,145,134,277,265,222,596,230,435,691,430,245,33
238,207,295,65,58,284,248,224,356,258,232,676,559,245,33
522,472,283,149,138,277,241,552,528,235,404,652,611,228,35
441,400,282,121,111,277,239,235,473,248,482,763,555,239,35
392,351,286,103,92,284,264,527,529,218,194,805,644,252,35
375,338,284,110,103,275,259,217,532,538,347,706,650,257,36
366,327,286,103,94,281,257,224,692,572,423,746,643,248,36
335,295,291,98,92,273,226,216,448,248,467,722,457,250,36
471,434,278,135,123,280,245,230,609,232,459,763,570,247,37
442,404,280,84,81,266,234,230,569,515,433,684,641,241,37
296,258,294,66,64,267,258,314,513,682,303,677,466,266,38
234,174,343,144,124,297,261,207,593,518,484,750,640,260,38
288,245,300,83,79,270,246,235,578,497,338,633,662,240,39
396,364,279,75,71,270,222,184,447,712,365,685,611,277,39
401,364,282,85,81,268,233,197,557,259,418,670,600,244,40
496,461,276,110,103,272,227,215,525,506,434,761,663,254,40
320,280,293,78,70,283,252,246,420,227,338,722,602,243,40
398,362,281,97,91,273,255,222,610,297,485,711,590,266,41
340,302,288,91,84,278,236,228,526,242,231,700,433,243,42
445,399,286,87,83,270,244,222,425,530,502,706,517,248,43
238,208,292,60,51,302,256,241,582,222,238,664,536,255,43
143,119,307,71,64,284,250,228,518,468,366,688,618,247,43
393,355,283,103,97,272,236,248,570,441,241,631,445,226,45
274,250,281,81,75,277,219,216,631,500,395,740,503,225,45
397,361,281,94,86,281,252,219,595,249,317,768,636,262,45
302,261,297,121,108,287,260,498,544,246,375,777,592,239,46
185,160,296,59,50,299,252,219,556,516,494,711,595,257,47
337,286,302,104,95,280,235,239,696,658,357,673,562,254,47
389,361,276,88,83,274,229,584,426,223,398,712,659,249,48
198,161,316,135,118,292,269,531,513,245,432,754,714,224,50
208,182,293,62,56,282,251,226,420,495,330,686,509,245,51
260,234,285,84,78,275,253,227,395,266,319,779,733,255,52
404,374,277,109,103,272,244,240,581,286,318,746,707,240,52
629,590,273,114,109,268,242,229,626,634,402,695,618,267,54
677,627,276,102,96,270,236,510,398,230,469,771,583,237,54
328,292,287,79,70,286,250,212,585,611,490,724,551,234,54
374,328,292,80,73,281,267,226,537,273,456,646,434,247,54
267,237,289,80,74,275,251,226,369,552,400,703,561,225,55
350,323,277,121,111,280,272,235,547,374,295,688,375,244,55
284,248,294,98,89,284,242,227,563,263,487,747,651,261,56
262,221,303,93,86,279,230,439,589,226,296,763,609,235,56
429,395,278,79,74,271,244,211,526,463,402,696,564,251,57
470,426,282,88,83,271,267,228,476,233,474,725,548,266,57
432,383,289,109,101,277,233,246,574,605,428,756,691,253,57
470,426,282,148,136,278,266,523,578,235,393,712,709,244,58
280,252,285,109,102,272,238,227,598,641,392,734,634,233,59
570,540,270,112,104,276,229,501,538,252,380,691,577,235,59
306,262,298,88,80,282,250,224,500,489,487,760,699,271,60
264,236,286,114,104,281,240,217,568,435,512,676,514,237,60
321,291,283,67,60,286,226,225,434,227,385,758,545,243,60
452,413,280,78,71,281,243,209,491,581,403,723,676,252,60
441,407,277,74,72,264,235,221,570,272,491,738,608,249,60
282,247,291,56,52,274,242,235,393,295,292,735,576,248,60
273,247,284,75,71,272,246,274,441,521,121,742,538,250,61
398,356,287,106,99,273,247,239,553,421,399,757,611,279,62
331,296,286,114,105,277,233,496,556,218,334,766,597,244,62
356,322,283,73,69,270,262,214,427,243,446,665,443,237,62
213,180,303,136,115,301,256,239,564,248,381,707,608,241,62
317,293,277,114,107,271,233,202,529,718,361,737,585,276,63
489,441,284,132,127,267,251,213,508,548,458,729,611,255,63
364,329,283,86,80,275,243,222,571,220,286,723,546,240,63
317,279,291,130,116,285,245,219,533,231,219,706,560,228,64
295,264,287,89,81,279,250,197,536,490,419,653,552,259,64
409,373,281,108,103,269,254,540,579,216,356,757,390,243,64
243,209,298,81,76,273,229,224,549,651,324,705,618,250,64
330,294,287,84,77,278,250,223,535,295,196,711,542,243,64
249,211,302,98,89,281,247,224,587,248,414,721,603,230,66
217,188,295,60,54,283,246,243,440,294,251,728,402,250,66
312,285,279,84,80,270,250,533,492,238,405,701,611,232,66
341,306,285,49,46,273,258,214,505,472,389,694,460,240,67
419,394,273,65,61,271,244,190,571,615,480,708,686,300,67
308,277,284,78,71,281,236,257,557,583,327,748,631,247,68
