"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","Comp-APC-A :: CD19","Comp-APC-Cy7-A :: CD4","Comp-AmCyan-A :: L_D","Comp-BV711-A :: CD8","Comp-FITC-A :: CD49b","Comp-PE-A :: CD45","Comp-PE-Cy7-A :: TCRb","Comp-Pacific Blue-A :: NKp46","Time"
227,199,292,52,49,271,258,248,497,430,386,726,607,250,0
288,270,273,95,89,275,226,228,555,601,390,746,697,236,0
237,214,284,81,75,278,233,245,590,216,386,654,493,251,1
356,309,295,93,86,276,259,206,601,597,450,744,610,244,1
330,297,284,57,51,287,246,239,689,252,247,657,493,239,2
310,265,299,114,106,274,248,202,522,648,349,655,610,257,3
411,385,273,71,67,269,261,229,537,445,383,761,599,249,3
355,323,281,68,63,275,233,263,565,525,356,727,613,250,3
392,362,277,71,66,273,232,231,457,445,368,708,457,232,3
343,310,283,71,65,279,214,223,397,238,430,709,577,231,3
252,216,299,72,67,278,235,276,624,517,222,748,684,238,4
342,310,283,88,81,278,240,226,501,227,389,715,592,244,5
261,229,292,68,62,280,244,221,556,251,283,676,550,249,5
272,243,287,77,71,275,233,276,510,703,244,742,542,263,5
377,336,287,88,83,273,232,217,525,253,377,701,510,346,5
325,297,280,61,58,271,247,212,475,594,323,727,428,237,5
328,300,280,62,58,273,235,218,525,680,371,672,627,267,6
287,257,286,80,76,273,249,246,535,584,388,678,515,264,7
340,313,279,85,80,270,231,262,517,516,287,684,583,236,8
413,385,275,92,88,267,230,238,594,357,392,683,516,244,8
341,309,282,70,66,272,276,335,529,530,290,674,542,235,8
316,290,279,82,78,271,234,227,540,555,399,736,615,243,8
338,294,294,80,75,274,255,514,468,233,469,723,668,245,10
397,368,277,55,52,270,250,214,547,562,435,709,517,240,11
321,285,289,79,74,273,250,227,589,229,329,747,684,233,12
385,356,277,79,74,274,244,242,545,572,329,719,511,248,12
487,451,276,63,61,266,256,515,569,227,414,672,653,241,12
316,267,303,116,100,297,259,258,498,573,453,787,693,261,13
311,281,283,83,78,273,243,231,418,468,302,721,550,256,13
424,391,277,52,50,270,235,228,527,245,215,677,462,227,13
386,351,282,93,90,267,227,244,545,595,324,768,620,231,13
229,198,296,94,82,294,244,230,453,313,381,712,560,258,13
191,157,312,49,44,283,240,234,362,219,247,708,497,237,13
337,309,279,56,54,267,226,500,445,246,321,702,576,232,14
355,316,288,113,105,275,259,231,516,380,354,721,580,234,14
348,290,307,128,117,282,263,216,515,451,418,610,381,244,14
374,345,278,112,107,268,247,174,614,651,457,729,614,309,14
